               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  74,            0.033473,            0.040757,            0.018005,             0.75045,             0.67443,             0.72705,             0.53847,            0.026106,            0.014832,            0.010739,            0.002773,            0.002773,            0.002773
                  75,            0.033452,            0.040392,            0.017677,             0.68162,             0.71607,             0.74189,             0.54525,            0.025995,            0.014823,            0.010905,            0.002674,            0.002674,            0.002674
                  76,            0.033102,            0.041178,            0.017355,             0.68215,             0.69067,             0.72616,             0.54063,             0.02601,            0.014852,            0.011293,            0.002575,            0.002575,            0.002575
                  77,            0.032639,            0.039799,            0.017568,              0.7158,             0.69357,             0.72845,             0.54085,            0.026363,            0.014817,            0.010919,            0.002476,            0.002476,            0.002476
                  78,            0.032696,            0.040129,            0.016827,             0.75696,              0.6733,             0.72024,             0.53397,            0.026257,            0.014836,             0.01053,            0.002377,            0.002377,            0.002377
                  79,            0.033303,            0.040401,            0.017316,             0.77731,             0.66306,             0.71965,              0.5372,            0.026226,            0.014817,            0.010176,            0.002278,            0.002278,            0.002278
                  80,            0.032673,            0.039983,            0.015964,             0.78654,             0.66469,             0.73034,             0.54501,            0.026113,            0.014773,           0.0097424,            0.002179,            0.002179,            0.002179
                  81,            0.032992,            0.040594,            0.017236,             0.68646,             0.71119,             0.72676,             0.53971,             0.02598,            0.014721,            0.010636,             0.00208,             0.00208,             0.00208
                  82,             0.03247,            0.039748,            0.016994,             0.74739,             0.69818,             0.73755,             0.55224,            0.025657,            0.014683,            0.010685,            0.001981,            0.001981,            0.001981
                  83,            0.032263,            0.040308,            0.015737,             0.77602,             0.69831,             0.74397,             0.55603,            0.025795,            0.014623,            0.010647,            0.001882,            0.001882,            0.001882
                  84,            0.032516,            0.040481,            0.016134,             0.73607,             0.70156,             0.73625,             0.55314,            0.025526,            0.014581,            0.010713,            0.001783,            0.001783,            0.001783
                  85,            0.032057,            0.039857,            0.015925,             0.67689,             0.70553,              0.7314,             0.55029,            0.025429,            0.014609,            0.011021,            0.001684,            0.001684,            0.001684
                  86,            0.032399,            0.040083,             0.01547,             0.69141,             0.70785,              0.7336,             0.55115,            0.025503,            0.014622,            0.010616,            0.001585,            0.001585,            0.001585
                  87,            0.032178,            0.040114,            0.015155,             0.73071,             0.70573,             0.73503,             0.55244,            0.025584,            0.014578,            0.010209,            0.001486,            0.001486,            0.001486
                  88,            0.031881,             0.03932,            0.014992,             0.68235,             0.71116,             0.72807,             0.54833,            0.025617,            0.014662,           0.0099841,            0.001387,            0.001387,            0.001387
                  89,            0.031859,            0.039753,            0.015124,             0.67459,              0.7063,              0.7211,             0.54265,            0.025677,            0.014632,            0.010389,            0.001288,            0.001288,            0.001288
                  90,            0.031588,            0.039005,            0.014827,             0.66198,             0.71217,             0.72246,             0.54648,            0.025656,            0.014569,            0.010372,            0.001189,            0.001189,            0.001189
                  91,            0.031719,            0.039195,            0.014709,             0.66362,             0.71464,             0.72418,             0.54738,            0.025682,            0.014555,            0.010341,             0.00109,             0.00109,             0.00109
                  92,            0.031776,            0.039224,            0.014529,             0.66772,             0.69993,              0.7248,             0.55034,            0.025451,            0.014524,            0.010299,            0.000991,            0.000991,            0.000991
                  93,            0.031623,            0.039148,            0.014235,             0.66826,             0.71062,             0.72244,               0.548,            0.025489,              0.0145,            0.010137,            0.000892,            0.000892,            0.000892
                  94,            0.031614,            0.039008,            0.014631,              0.6557,               0.713,              0.7202,             0.54891,            0.025428,            0.014462,            0.010196,            0.000793,            0.000793,            0.000793
                  95,            0.031509,            0.039463,            0.013854,             0.66245,             0.71495,              0.7219,              0.5496,            0.025417,            0.014441,            0.010292,            0.000694,            0.000694,            0.000694
                  96,            0.031156,            0.038228,            0.014119,             0.67415,             0.68278,             0.71926,             0.54898,            0.025471,             0.01445,            0.010329,            0.000595,            0.000595,            0.000595
                  97,            0.031105,            0.038333,            0.013868,             0.67642,             0.70983,             0.72066,             0.54957,            0.025463,            0.014433,            0.010492,            0.000496,            0.000496,            0.000496
                  98,            0.030838,            0.039145,            0.013133,                0.68,             0.69791,             0.71872,             0.54827,             0.02545,            0.014415,             0.01064,            0.000397,            0.000397,            0.000397
                  99,            0.031027,            0.039052,            0.013204,             0.66124,                0.72,             0.71844,             0.54855,            0.025438,            0.014405,            0.010638,            0.000298,            0.000298,            0.000298
